
$dg,3925.6,21.16825515,109.86845105,27.682,0,0,52.353,-0.0154889,0,0,0,-0.4422,-0.0192261,0.0119019,-0.0137329,-1.00403,1.0437,0.928345,113.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.6,21.16825515,109.86845105,27.682,0,0,52.353,-0.0154889,0,0,0.0384521,-0.0384521,0,0.0100708,-0.0241089,-1.00494,1.0437,0.928345,113.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.7,21.16825515,109.86845105,27.682,0,0,25.35,-0.0132167,0,0,0.0769043,-0.249939,0.0384521,0.00976562,-0.0213623,-1.01318,1.0437,0.928345,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.73,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.7,21.16825515,109.86845105,27.682,0,0,25.35,-0.0132167,0,0,0.0384521,0,-0.0384521,0.0177002,-0.0189209,-1.00006,1.0437,0.933838,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.73,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.7,21.16825515,109.86845105,27.682,0,0,25.35,-0.0132167,0,0,0.115356,0.230713,-0.0384521,0.0198364,-0.0115967,-0.989075,1.0437,0.933838,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.73,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.7,21.16825515,109.86845105,27.682,0,0,25.35,-0.0132167,0,0,0.0576782,0.134583,0,0.0244141,-0.0143433,-0.989075,1.0437,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.73,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.7,21.16825515,109.86845105,27.682,0,0,25.35,-0.0132167,0,0,0.0576782,0.134583,0,0.0244141,-0.0143433,-0.989075,1.0437,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.73,0.000000,1742.59,0,35130,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.8,21.16825515,109.86845105,27.682,0,0,55.54,-0.0159278,0,0,0.115356,-0.230713,-0.0384521,0.0201416,-0.00640869,-0.999756,1.04919,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35130,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.8,21.16825515,109.86845105,27.682,0,0,55.54,-0.0159278,0,0,0.0961304,0.115356,-0.0192261,0.0149536,-0.0241089,-1.0083,1.0437,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.8,21.16825515,109.86845105,27.682,0,0,55.54,-0.0159278,0,0,0,-0.307617,-0.0192261,0.0100708,-0.0296021,-1.01898,1.0437,0.933838,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35129,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.8,21.16825515,109.86845105,27.682,0,0,55.54,-0.0159278,0,0,0.0576782,-0.0192261,-0.0576782,0.0186157,-0.0222778,-1.00311,1.0437,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35128,0,0,0,0,0,0,0,0,0,0,*ed
$dg,3925.8,21.16825515,109.86845105,27.682,0,0,55.54,-0.0159278,0,0,0.0576782,-0.0192261,-0.0576782,0.0186157,-0.0222778,-1.00311,1.0437,0.939331,113.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.72,0.000000,1742.59,0,35127,0,0,0,0,0,0,0,0,0,0,*ed
